locationuid,locationtype,parentlocationuid,community_name,tract_geoid,roadsegid,speed,oneway,abloaddr,abhiaddr,rd30full,geometry
0689d95d,WALKWAY,0689d95d,Downtown,14000US00000007137,11325,20,B,900,999,BEECH ST,"LINESTRING (-117.1560169940701 32.72103578025994, -117.156016621928 32.72106258898674)"
068bdbe4,TRAFFIC_LANE,068bdbe4,Downtown,14000US00000007137,11325,20,B,900,999,BEECH ST,"LINESTRING (-117.1560841807593 32.72095912371658, -117.1560889488644 32.72090722039475)"
06c474fb976e2f394b69309d41d19f7f,PARKING_ZONE,06c474fb976e2f394b69309d41d19f7f,Downtown,14000US00000006939,9022,20,T,300,399,ASH ST,"POLYGON ((-117.1612501465878 32.71981255555686, -117.161919357737 32.71981368385998, -117.1619192934432 32.71984063326422, -117.161250082294 32.7198395049611, -117.1612501465878 32.71981255555686))"
06ce61e2,WALKWAY,06ce61e2,Downtown,14000US00000007137,9148,20,F,200,299,W ASH ST,"LINESTRING (-117.1656975378548 32.7198855266685, -117.1657586091135 32.71988715501585)"
06d06469,TRAFFIC_LANE,06d06469,Downtown,14000US00000007137,9148,20,F,200,299,W ASH ST,"LINESTRING (-117.1658161018649 32.7199329095282, -117.1658643744884 32.71979364764602)"
0708ace6,WALKWAY,0708ace6,Downtown,14000US00000006974,37317,35,F,2400,2499,INDIA ST,"LINESTRING (-117.1708544670727 32.72982294278448, -117.1707873065887 32.72984608458975)"
070aaf6d,TRAFFIC_LANE,070aaf6d,Downtown,14000US00000006974,37317,35,F,2400,2499,INDIA ST,"LINESTRING (-117.170890816361 32.72981739342995, -117.1710080938189 32.72979666422766)"
0716c467,WALKWAY,0716c467,Downtown,14000US00000007137,16774,20,B,800,899,CEDAR ST,"LINESTRING (-117.1569400600845 32.72192359248412, -117.1569524936539 32.72190435708244)"
0718c6ee,TRAFFIC_LANE,0718c6ee,Downtown,14000US00000007137,16774,20,B,800,899,CEDAR ST,"LINESTRING (-117.1569662122071 32.72200641911071, -117.1569536209743 32.72211511274526)"
0724dbe8,WALKWAY,0724dbe8,Downtown,14000US00000006939,13151,20,B,200,299,BROADWAY,"LINESTRING (-117.1627024532524 32.71584483768537, -117.162715238071 32.71597679516163)"
0726de6f,TRAFFIC_LANE,0726de6f,Downtown,14000US00000006939,553,20,T,850,999,BROADWAY CIR,"LINESTRING (-117.1626586208532 32.71569851036976, -117.1626537896031 32.71558444287449)"
0732f369,WALKWAY,0732f369,Downtown,14000US00000006940,19348,20,T,1100,1199,COLUMBIA ST,"LINESTRING (-117.1674172748226 32.71782254901478, -117.1674051809923 32.71788227586543)"
0734f5f0,TRAFFIC_LANE,0734f5f0,Downtown,14000US00000006940,19348,20,T,1100,1199,COLUMBIA ST,"LINESTRING (-117.1673344924589 32.71788166112031, -117.1675212439887 32.71788579229096)"
073f1dea,WALKWAY,073f1dea,Rancho Penasquitos,14000US00000002169,53550,35,B,12650,12899,RANCHO PENASQUITOS BLVD,"LINESTRING (-117.1077422915693 32.95178331531358, -117.1077420582362 32.95183866108525)"
07412071,TRAFFIC_LANE,07412071,Rancho Penasquitos,14000US00000002169,53550,35,B,12650,12899,RANCHO PENASQUITOS BLVD,"LINESTRING (-117.1077211485897 32.95190720189901, -117.1078316768382 32.95187812967836)"
074d356b,WALKWAY,074d356b,Downtown,14000US00000006939,240,20,F,700,799,01ST AVE,"LINESTRING (-117.1639937993716 32.71367636448663, -117.1639959649424 32.71372722062623)"
074f226b,WALKWAY,074f226b,Downtown,14000US00000006974,40054,20,T,1700,1899,KETTNER BLVD,"LINESTRING (-117.1693420818485 32.7233207168117, -117.1693956190129 32.7233004045879)"
074f37f2,TRAFFIC_LANE,074f37f2,Downtown,14000US00000006939,28470,20,B,100,199,W F ST,"LINESTRING (-117.1641023480088 32.71357914676716, -117.1641532638401 32.71351936079245)"
075b4cec,WALKWAY,075b4cec,Downtown,14000US00000006940,19350,20,T,1200,1299,COLUMBIA ST,"LINESTRING (-117.1673249259333 32.71858961576022, -117.1672907049904 32.71858858964812)"
075d39ec,WALKWAY,075d39ec,Downtown,14000US00000006974,40053,20,T,1600,1699,KETTNER BLVD,"LINESTRING (-117.1690668197462 32.72283252307654, -117.1691170268962 32.72282868186422)"
075d4f73,TRAFFIC_LANE,075d4f73,Downtown,14000US00000006940,19350,20,T,1200,1299,COLUMBIA ST,"LINESTRING (-117.1673572255382 32.71858189696373, -117.1675836203947 32.71854692090414)"
0785936f,WALKWAY,0785936f,Downtown,14000US00000006937,38445,20,B,1300,1399,J ST,"LINESTRING (-117.1522579485387 32.70954240600301, -117.1522444585441 32.7095027960634)"
078795f6,TRAFFIC_LANE,078795f6,Downtown,14000US00000006937,38445,20,B,1300,1399,J ST,"LINESTRING (-117.1522943509203 32.70944832199907, -117.1522513619863 32.70934628443871)"
0793aaf0,WALKWAY,0793aaf0,Downtown,14000US00000006938,30594,20,F,1200,1299,G ST,"LINESTRING (-117.1533172443588 32.71272284966786, -117.1533746067895 32.71270476703256)"
0795ad77,TRAFFIC_LANE,0795ad77,Downtown,14000US00000006938,2710,20,T,600,699,PARK BLVD,"LINESTRING (-117.1535268791237 32.71267835029307, -117.1535992847093 32.71231737713021)"
07a1c271,WALKWAY,07a1c271,Otay Mesa-Nestor,14000US00000007162,3159,20,B,1100,1199,THERMAL AVE,"LINESTRING (-117.0970211351437 32.57646949153675, -117.0969639191293 32.57646718726746)"
07a3c4f8,TRAFFIC_LANE,07a3c4f8,Otay Mesa-Nestor,14000US00000007162,3159,20,B,1100,1199,THERMAL AVE,"LINESTRING (-117.0968863317902 32.57643362287979, -117.0968805723483 32.57649872099812)"
07afd9f2,WALKWAY,07afd9f2,Mira Mesa,14000US00000004638,189941,35,B,10778,10799,BLACK MOUNTAIN RD,"LINESTRING (-117.1246561907382 32.91710548732267, -117.1245860342037 32.91711943909304)"
07c91510cc45f849766b1d3bbab46e90,PARKING_ZONE,07c91510cc45f849766b1d3bbab46e90,Downtown,14000US00000006939,838,20,B,1200,1299,03RD AVE,"POLYGON ((-117.1621096846765 32.71792135725666, -117.1621123669563 32.7183162709117, -117.1620803358138 32.71831642490575, -117.1620776536757 32.71792151125072, -117.1621096846765 32.71792135725666))"
080653f8,WALKWAY,080653f8,Downtown,14000US00000007137,16773,20,B,900,999,CEDAR ST,"LINESTRING (-117.1560243267288 32.72187117554988, -117.1560548020413 32.72191294250516)"
0808567f,TRAFFIC_LANE,0808567f,Downtown,14000US00000007137,2494,20,B,1500,1599,10TH AVE,"LINESTRING (-117.1559530983276 32.72199706288156, -117.1558980609308 32.72208519957852)"
08309a7b,WALKWAY,08309a7b,Downtown,14000US00000006974,37337,20,F,1600,1699,INDIA ST,"LINESTRING (-117.1682049136157 32.72283379765217, -117.1681346278186 32.72282444878616)"
08329d02,TRAFFIC_LANE,08329d02,Downtown,14000US00000006974,37337,20,F,1600,1699,INDIA ST,"LINESTRING (-117.1682668559274 32.72278206698342, -117.168437558152 32.72280487342658)"
083eb1fc,WALKWAY,083eb1fc,Downtown,14000US00000006974,40054,20,T,1700,1899,KETTNER BLVD,"LINESTRING (-117.16919801369 32.7238833720363, -117.169252881941 32.72386233718259)"
084adc7d,WALKWAY,084adc7d,Ncfua Subarea Ii,14000US00000007097,221511,45,B,3500,3699,VIA DE LA VALLE,"LINESTRING (-117.2306162890345 32.98271401474943, -117.2306764263612 32.9827048295217)"
084cdf04,TRAFFIC_LANE,084cdf04,Ncfua Subarea Ii,14000US00000002071,221511,45,B,3500,3699,VIA DE LA VALLE,"LINESTRING (-117.230357079664 32.98281676039268, -117.2303984332626 32.98271923971443)"
08993a2d,WALKWAY,08993a2d,Downtown,14000US00000007137,252,20,F,1500,1599,01ST AVE,"LINESTRING (-117.1639887984356 32.72139624096289, -117.1639651940563 32.72141736773501)"
089b3cb4,TRAFFIC_LANE,089b3cb4,Downtown,14000US00000007137,252,20,F,1500,1599,01ST AVE,"LINESTRING (-117.1639533040878 32.72144154510829, -117.1637667089708 32.72140973698485)"
08a751ae,WALKWAY,08a751ae,Downtown,14000US00000006938,3053,20,B,700,799,16TH ST,"LINESTRING (-117.1497225826052 32.71271584725737, -117.1497031782737 32.71275750888414)"
08a95435,TRAFFIC_LANE,08a95435,Downtown,14000US00000006938,30597,20,F,1500,1599,G ST,"LINESTRING (-117.1497375357396 32.71269802887106, -117.1498235966608 32.71245858839804)"
08b5692f,WALKWAY,08b5692f,Downtown,14000US00000006938,2618,20,F,600,699,11TH AVE,"LINESTRING (-117.1544410288341 32.71268498199348, -117.1544868260008 32.71277762985559)"
08b76bb6,TRAFFIC_LANE,08b76bb6,Downtown,14000US00000006938,30595,20,F,1100,1199,G ST,"LINESTRING (-117.154389372285 32.71267388144167, -117.1544035832951 32.71252271526016)"
08c380b0,WALKWAY,08c380b0,Downtown,14000US00000006938,9993,20,T,1000,1099,B ST,"LINESTRING (-117.1549526470031 32.71796639028469, -117.1550297735697 32.7179066533427)"
08c58337,TRAFFIC_LANE,08c58337,Downtown,14000US00000006938,9993,20,T,1000,1099,B ST,"LINESTRING (-117.1550579189248 32.71790319136361, -117.1552266363026 32.71758989166727)"
08cb9d06,WALKWAY,08cb9d06,Downtown,14000US00000006939,30587,20,F,800,899,G ST,"LINESTRING (-117.1570473569297 32.71251726505384, -117.1570033288148 32.71245140562547)"
08cd9f8d,TRAFFIC_LANE,08cd9f8d,Downtown,14000US00000006939,30587,20,F,800,899,G ST,"LINESTRING (-117.1570179288153 32.7125398343198, -117.1569803972939 32.71281053634591)"
08d19831,WALKWAY,08d19831,Downtown,14000US00000006940,19345,20,T,600,699,COLUMBIA ST,"LINESTRING (-117.1673345320508 32.71209732357075, -117.1672374663493 32.71214213351484)"
08d39ab8,TRAFFIC_LANE,08d39ab8,Downtown,14000US00000006940,,,,,,,"LINESTRING (-117.1673482683908 32.71209683336984, -117.1681929938307 32.71249319887557)"
08d9b487,WALKWAY,08d9b487,Downtown,14000US00000006938,25438,20,B,1500,1599,E ST,"LINESTRING (-117.1497942974986 32.71483349546104, -117.1497870005827 32.71480885110574)"
08dbb70e,TRAFFIC_LANE,08dbb70e,Downtown,14000US00000006938,25438,20,B,1500,1599,E ST,"LINESTRING (-117.1500064422028 32.71471016531617, -117.1500929469253 32.7145933687525)"
08dfafb2,WALKWAY,08dfafb2,Downtown,14000US00000006940,528,20,B,400,499,02ND AVE,"LINESTRING (-117.1630339537683 32.71033898858122, -117.1630994474606 32.71022483028491)"
08e1b239,TRAFFIC_LANE,08e1b239,Downtown,14000US00000006940,527,20,B,500,599,02ND AVE,"LINESTRING (-117.1630245570957 32.71035286810092, -117.1630798131124 32.71049472636173)"
08edc733,WALKWAY,08edc733,Downtown,14000US00000006938,30593,20,F,1400,1499,G ST,"LINESTRING (-117.1514609995509 32.71274377475167, -117.151492514056 32.71271031058173)"
08efc9ba,TRAFFIC_LANE,08efc9ba,Downtown,14000US00000006938,2860,20,B,600,699,14TH ST,"LINESTRING (-117.1517116711993 32.71268941000084, -117.1517633826357 32.712572151398)"
08f3f689,WALKWAY,08f3f689,Downtown,14000US00000006938,2608,20,F,900,999,11TH AVE,"LINESTRING (-117.1548575129245 32.71523941885518, -117.1548035495411 32.71523913995922)"
08f5f910,TRAFFIC_LANE,08f5f910,Downtown,14000US00000006938,2608,20,F,900,999,11TH AVE,"LINESTRING (-117.1547671555874 32.7151419995248, -117.1546521272819 32.71512823791565)"
08o4wjqko8nqjiom27nb,PARKING_ZONE,08o4wjqko8nqjiom27nb,Uptown,14000US00000007137,1669,35,B,2300,2399,06TH AVE,"POLYGON ((-117.1593268763991 32.73005153315016, -117.1593295587176 32.72944231724985, -117.1593615941605 32.72944241706232, -117.159358912061 32.73005163296263, -117.1593268763991 32.73005153315016))"
0909f635,WALKWAY,0909f635,Downtown,14000US00000006939,30241,20,T,1200,1299,FRONT ST,"LINESTRING (-117.164845385371 32.71835957918442, -117.1648650023245 32.7183656608975)"
090bf8bc,TRAFFIC_LANE,090bf8bc,Downtown,14000US00000006939,30241,20,T,1200,1299,FRONT ST,"LINESTRING (-117.1647799105947 32.71823712991576, -117.164632398265 32.718184798674)"
091e3d0c,WALKWAY,091e3d0c,Downtown,14000US00000006938,2818,20,B,500,599,13TH ST,"LINESTRING (-117.1528632736919 32.71162882410296, -117.1528621656168 32.71168668346359)"
09203f93,TRAFFIC_LANE,09203f93,Downtown,14000US00000006938,2818,20,B,500,599,13TH ST,"LINESTRING (-117.1528217461985 32.71168267107546, -117.1529220560678 32.71168042442822)"
093a6c0e,WALKWAY,093a6c0e,Rancho Penasquitos,14000US00000002124,15993,35,B,11050,11099,CARMEL MOUNTAIN RD,"LINESTRING (-117.0900812694486 32.97757046165357, -117.0900404505852 32.977539332576)"
093c6e95,TRAFFIC_LANE,093c6e95,Rancho Penasquitos,14000US00000002124,15993,35,B,11050,11099,CARMEL MOUNTAIN RD,"LINESTRING (-117.090033591126 32.97764980031216, -117.0901040425964 32.97770723658856)"
0948838f,WALKWAY,0948838f,Uptown,14000US00000001090,13761,20,B,440,499,BROOKES AVE,"LINESTRING (-117.1604969672282 32.74320773135901, -117.1605423673123 32.74320966756041)"
094a8616,TRAFFIC_LANE,094a8616,Uptown,14000US00000001090,13761,20,B,440,499,BROOKES AVE,"LINESTRING (-117.1604571490548 32.74322754680512, -117.1603629360585 32.74321431899343)"
09569b10,WALKWAY,09569b10,Navajo,14000US00000006980,63856,35,B,5770,5799,WARING RD,"LINESTRING (-117.0677343485129 32.79399832716923, -117.0676958682788 32.79402050337822)"
09589d97,TRAFFIC_LANE,09589d97,Navajo,14000US00000006980,63856,35,B,5770,5799,WARING RD,"LINESTRING (-117.0677296617016 32.79399412877222, -117.0678261994597 32.79394293405777)"
0972ca12,WALKWAY,0972ca12,Uptown,14000US00000001391,543,20,B,2300,2399,02ND AVE,"LINESTRING (-117.1632076231446 32.73031730414591, -117.1630999823046 32.73031748748138)"
0974cc99,TRAFFIC_LANE,0974cc99,Uptown,14000US00000001391,543,20,B,2300,2399,02ND AVE,"LINESTRING (-117.1632011785017 32.73027482841686, -117.1631990501931 32.73033438983669)"
09a66ff9a2c0cb63106fe0054412c2af,PARKING_ZONE,09a66ff9a2c0cb63106fe0054412c2af,Carmel Valley,14000US00000004044,150280,20,B,13060,13069,ASHLEY FALLS DR,"POLYGON ((-117.20821892065 32.95822181040409, -117.2080365304739 32.95798100074052, -117.2080636378201 32.95796654597419, -117.2082460280701 32.95820735563776, -117.20821892065 32.95822181040409))"
09bb2c97,WALKWAY,09bb2c97,La Jolla,14000US00000007078,53755,35,B,7800,7899,PROSPECT PL,"LINESTRING (-117.267361375138 32.84725419608647, -117.2673244295448 32.84728521337173)"
09bd2f1e,TRAFFIC_LANE,09bd2f1e,La Jolla,14000US00000007078,53755,35,B,7800,7899,PROSPECT PL,"LINESTRING (-117.2672467970066 32.84722582929903, -117.2673094476466 32.8472706243489)"
09c94418,WALKWAY,09c94418,Downtown,14000US00000006974,54945,20,F,1700,1799,STATE ST,"LINESTRING (-117.1664667643696 32.72360267031008, -117.1665384171719 32.72358853801617)"
09cb469f,TRAFFIC_LANE,09cb469f,Downtown,14000US00000006974,54945,20,F,1700,1799,STATE ST,"LINESTRING (-117.1665778219605 32.72355026468281, -117.1667166701371 32.72355243382211)"
09d75b99,WALKWAY,09d75b99,Downtown,14000US00000006940,10053,20,B,400,499,W B ST,"LINESTRING (-117.1669831914845 32.71767805107106, -117.166973569046 32.71769143374905)"
09d95e20,TRAFFIC_LANE,09d95e20,Downtown,14000US00000006940,10053,20,B,400,499,W B ST,"LINESTRING (-117.1670263639176 32.71777751346146, -117.1670260429302 32.71787319070299)"
09ffb51c,WALKWAY,09ffb51c,Carmel Mountain Ranch,14000US00000002769,23601,45,F,0,0,STATE ROUTE 56 EB,"LINESTRING (-117.0903562040735 32.96518858447397, -117.0904089019496 32.96519698472687)"
0a01a21c,WALKWAY,0a01a21c,Downtown,14000US00000006974,54947,20,F,1500,1599,STATE ST,"LINESTRING (-117.1666685866273 32.72113409375572, -117.1665759383434 32.72112862771188)"
0a03a4a3,TRAFFIC_LANE,0a03a4a3,Downtown,14000US00000007137,54947,20,F,1500,1599,STATE ST,"LINESTRING (-117.1665794901429 32.72114270416476, -117.1664118511016 32.72117663203081)"
0a4e12cc,WALKWAY,0a4e12cc,Downtown,14000US00000006940,44851,20,B,500,549,W MARKET ST,"LINESTRING (-117.1673527221173 32.71157248556987, -117.1673541362644 32.71160288647558)"
0a501553,TRAFFIC_LANE,0a501553,Downtown,14000US00000006940,44851,20,B,500,549,W MARKET ST,"LINESTRING (-117.167332253928 32.71162222220617, -117.1674369211753 32.71165173808468)"
0a6a41ce,WALKWAY,0a6a41ce,Downtown,14000US00000006939,30584,20,F,600,699,G ST,"LINESTRING (-117.1587055860401 32.71265715830806, -117.1587164547803 32.71269068861817)"
0a6c4455,TRAFFIC_LANE,0a6c4455,Downtown,14000US00000006939,30584,20,F,600,699,G ST,"LINESTRING (-117.1588520507588 32.71260489388445, -117.1588914177913 32.71248327151492)"
0a78594f,WALKWAY,0a78594f,Downtown,14000US00000006939,5905,20,B,800,899,MARKET ST,"LINESTRING (-117.156884252447 32.7116408779908, -117.1568633339529 32.71162562406153)"
0a7a5bd6,TRAFFIC_LANE,0a7a5bd6,Downtown,14000US00000006939,5905,20,B,800,899,MARKET ST,"LINESTRING (-117.1567916135527 32.71161086058878, -117.1568172860283 32.71145260847072)"
0a8670d0,WALKWAY,0a8670d0,Downtown,14000US00000006940,1816,20,F,300,399,07TH AVE,"LINESTRING (-117.1584730654637 32.70879711570053, -117.158388832205 32.70881260787837)"
0a887357,TRAFFIC_LANE,0a887357,Downtown,14000US00000006940,1816,20,F,300,399,07TH AVE,"LINESTRING (-117.15839584861 32.70887174797998, -117.1577192526123 32.70901467726514)"
0a948851,WALKWAY,0a948851,Downtown,14000US00000006938,,,,,,,"LINESTRING (-117.1534561063979 32.71274481587739, -117.1532866230751 32.71319319393357)"
0aa29fd2,WALKWAY,0aa29fd2,Downtown,14000US00000006939,28387,20,T,700,799,F ST,"LINESTRING (-117.1579103091931 32.71374098248938, -117.1579024893817 32.7137180008034)"
0aa4a259,TRAFFIC_LANE,0aa4a259,Downtown,14000US00000006939,28387,20,T,700,799,F ST,"LINESTRING (-117.1578410564619 32.7136945453471, -117.1578938305692 32.71352079892289)"
0aa8cf28,WALKWAY,0aa8cf28,La Jolla,14000US00000002001,17031,20,B,6900,7099,FAY AVE,"LINESTRING (-117.271394994009 32.83279113844405, -117.2714494595613 32.83280825697808)"
0aaad1af,TRAFFIC_LANE,0aaad1af,La Jolla,14000US00000007076,17031,20,B,6900,7099,FAY AVE,"LINESTRING (-117.2715128503243 32.83292608533596, -117.271568227256 32.83281575215503)"
0acee8dc,TRAFFIC_LANE,0acee8dc,Downtown,14000US00000006937,38190,20,B,1300,1399,ISLAND AVE,"LINESTRING (-117.1524598650478 32.71041484126404, -117.1524456610676 32.71055459638988)"
0adzpg28v4ndjog4ylp7,PARKING_ZONE,0adzpg28v4ndjog4ylp7,Serra Mesa,14000US00000004829,63593,20,B,7850,7899,VISTA HILL AVE,"POLYGON ((-117.1552308898783 32.79497999836791, -117.154632757268 32.79497436161034, -117.1546331165634 32.79494741384433, -117.1552312491737 32.79495305060189, -117.1552308898783 32.79497999836791))"
0ae12d2c,WALKWAY,0ae12d2c,Black Mountain Ranch,14000US00000001891,158043,40,B,0,0,BLACK MOUNTAIN RD,"LINESTRING (-117.1317704392699 32.98496792847364, -117.1317289002084 32.98491678140899)"
0ae32fb3,TRAFFIC_LANE,0ae32fb3,Black Mountain Ranch,14000US00000001891,158043,40,B,0,0,BLACK MOUNTAIN RD,"LINESTRING (-117.1317657846322 32.98481929932809, -117.131661248646 32.9848803198584)"
0b4bb9de,WALKWAY,0b4bb9de,Downtown,14000US00000006940,136052,20,B,800,899,W F ST,"LINESTRING (-117.1706665797638 32.71365312998498, -117.1706735301727 32.71368126582054)"
0b4dbc65,TRAFFIC_LANE,0b4dbc65,Downtown,14000US00000006940,136052,20,B,800,899,W F ST,"LINESTRING (-117.1706138467713 32.71363314601464, -117.1706364525216 32.71354002089767)"
0b59d15f,WALKWAY,0b59d15f,Downtown,14000US00000007137,2283,20,B,1500,1599,09TH AVE,"LINESTRING (-117.1567383518123 32.72138936438115, -117.1566881822966 32.72137797633724)"
0b5bd3e6,TRAFFIC_LANE,0b5bd3e6,Downtown,14000US00000007137,2283,20,B,1500,1599,09TH AVE,"LINESTRING (-117.1565807426148 32.72144300701363, -117.1565440707046 32.72145021638251)"
0b67e8e0,WALKWAY,0b67e8e0,Downtown,14000US00000006939,30238,25,T,1100,1199,FRONT ST,"LINESTRING (-117.1649364664407 32.71740221970734, -117.1649227382035 32.71739947755677)"
0b760061,WALKWAY,0b760061,Downtown,14000US00000006940,44850,20,B,400,499,W MARKET ST,"LINESTRING (-117.1665850654626 32.71168592053515, -117.1666471242442 32.71166272803799)"
0b7802e8,TRAFFIC_LANE,0b7802e8,Downtown,14000US00000006939,44849,20,B,300,399,W MARKET ST,"LINESTRING (-117.1666035879602 32.71170039460672, -117.1664085821077 32.71167335388103)"
0b8417e2,WALKWAY,0b8417e2,Downtown,14000US00000006939,837,20,B,1100,1199,03RD AVE,"LINESTRING (-117.1618585935582 32.71758052047009, -117.1619296228485 32.71757804286678)"
0b861a69,TRAFFIC_LANE,0b861a69,Downtown,14000US00000006939,837,20,B,1100,1199,03RD AVE,"LINESTRING (-117.1619416599781 32.71756421482469, -117.1620493048572 32.71756345429966)"
0b922f63,WALKWAY,0b922f63,Downtown,14000US00000006939,5900,20,B,200,299,MARKET ST,"LINESTRING (-117.1624686293979 32.71160970049589, -117.1624545907346 32.71158841349237)"
0b9431ea,TRAFFIC_LANE,0b9431ea,Downtown,14000US00000006940,527,20,B,500,599,02ND AVE,"LINESTRING (-117.1626009074773 32.71145279347522, -117.162632201255 32.71138009406952)"
